Time (s) A1,Force (N) A1,Time (s) A2,Force (N) A2,Time (s) A3,Force (N) A3,Time (s) B1,Force (N) B1,Time (s) B2,Force (N) B2,Time (s) B3,Force (N) B3,Time (s) Control 1,Force (N) Control 1,Time (s) Control 2,Force (N) Control 2,Time (s) Control 3,Force (N) Control 3
0.364,0.01,0.364,0.02,0.364,0.0,0.364,0.01,0.364,0.0,0.364,0.01,0.364,-0.01,0.364,0.0,0.364,0.0
0.366,0.01,0.366,0.02,0.366,0.01,0.366,0.0,0.366,0.0,0.366,0.0,0.366,-0.01,0.366,0.0,0.366,0.01
0.368,0.02,0.368,0.02,0.368,0.02,0.368,0.01,0.368,0.0,0.368,0.0,0.368,0.0,0.368,0.0,0.368,0.0
0.37,0.02,0.37,0.01,0.37,0.02,0.37,0.01,0.37,0.0,0.37,0.0,0.37,0.01,0.37,0.0,0.37,0.01
0.372,0.02,0.372,0.02,0.372,0.01,0.372,0.0,0.372,-0.01,0.372,0.0,0.372,0.01,0.372,0.0,0.372,0.0
0.374,0.02,0.374,0.02,0.374,0.02,0.374,0.0,0.374,-0.01,0.374,0.0,0.374,0.0,0.374,0.0,0.374,0.0
0.376,0.02,0.376,0.02,0.376,0.01,0.376,0.01,0.376,-0.01,0.376,0.01,0.376,0.0,0.376,0.01,0.376,0.0
0.378,0.02,0.378,0.03,0.378,0.01,0.378,0.01,0.378,-0.01,0.378,0.0,0.378,0.0,0.378,0.0,0.378,0.0
0.38,0.02,0.38,0.02,0.38,0.02,0.38,0.01,0.38,-0.01,0.38,0.0,0.38,0.0,0.38,0.01,0.38,0.0
0.382,0.02,0.382,0.01,0.382,0.02,0.382,0.0,0.382,-0.01,0.382,0.0,0.382,0.01,0.382,0.0,0.382,0.01
0.384,0.02,0.384,0.03,0.384,0.01,0.384,0.01,0.384,-0.01,0.384,0.0,0.384,0.0,0.384,0.0,0.384,0.01
0.386,0.03,0.386,0.03,0.386,0.01,0.386,0.0,0.386,-0.01,0.386,0.0,0.386,0.01,0.386,0.0,0.386,0.0
0.388,0.03,0.388,0.02,0.388,0.01,0.388,0.01,0.388,0.0,0.388,0.0,0.388,0.01,0.388,0.0,0.388,0.0
0.39,0.02,0.39,0.02,0.39,0.01,0.39,0.0,0.39,0.0,0.39,0.0,0.39,0.01,0.39,0.0,0.39,0.0
0.392,0.01,0.392,0.01,0.392,0.0,0.392,0.0,0.392,-0.01,0.392,0.0,0.392,0.01,0.392,0.01,0.392,0.0
0.394,0.02,0.394,0.02,0.394,0.0,0.394,0.01,0.394,-0.01,0.394,0.0,0.394,0.01,0.394,0.0,0.394,0.0
0.396,0.02,0.396,0.02,0.396,0.01,0.396,0.01,0.396,-0.01,0.396,0.01,0.396,0.01,0.396,0.01,0.396,0.0
0.398,0.02,0.398,0.01,0.398,0.01,0.398,0.02,0.398,-0.01,0.398,0.0,0.398,0.01,0.398,0.0,0.398,0.0
0.4,0.02,0.4,0.03,0.4,0.01,0.4,0.01,0.4,0.0,0.4,0.0,0.4,0.01,0.4,0.0,0.4,0.0
0.402,0.01,0.402,0.02,0.402,0.02,0.402,0.02,0.402,-0.01,0.402,0.01,0.402,0.0,0.402,0.01,0.402,-0.01
0.404,0.01,0.404,0.02,0.404,0.01,0.404,0.01,0.404,-0.01,0.404,0.0,0.404,0.01,0.404,0.01,0.404,-0.01
0.406,0.02,0.406,0.01,0.406,0.01,0.406,0.01,0.406,-0.01,0.406,0.0,0.406,0.01,0.406,0.01,0.406,0.0
0.408,0.02,0.408,0.02,0.408,0.02,0.408,0.0,0.408,-0.01,0.408,0.0,0.408,0.0,0.408,0.0,0.408,0.0
0.41,0.02,0.41,0.03,0.41,0.01,0.41,0.0,0.41,-0.01,0.41,0.0,0.41,0.0,0.41,0.01,0.41,0.0
0.412,0.02,0.412,0.01,0.412,0.0,0.412,0.0,0.412,-0.01,0.412,0.01,0.412,0.0,0.412,0.01,0.412,0.0
0.414,0.02,0.414,0.02,0.414,0.01,0.414,0.0,0.414,-0.01,0.414,0.01,0.414,0.0,0.414,0.0,0.414,0.0
0.416,0.01,0.416,0.02,0.416,0.01,0.416,0.01,0.416,-0.01,0.416,0.0,0.416,0.0,0.416,0.01,0.416,0.0
0.418,0.02,0.418,0.03,0.418,0.01,0.418,0.01,0.418,-0.01,0.418,0.0,0.418,0.0,0.418,0.0,0.418,0.0
0.42,0.01,0.42,0.03,0.42,0.01,0.42,0.01,0.42,0.0,0.42,0.0,0.42,-0.01,0.42,0.0,0.42,0.0
0.422,0.01,0.422,0.02,0.422,0.01,0.422,0.0,0.422,-0.01,0.422,0.0,0.422,0.0,0.422,0.01,0.422,0.0
0.424,0.01,0.424,0.03,0.424,0.0,0.424,0.0,0.424,0.0,0.424,0.0,0.424,0.0,0.424,0.0,0.424,0.0
0.426,0.02,0.426,0.02,0.426,0.0,0.426,0.01,0.426,0.0,0.426,0.0,0.426,0.0,0.426,0.0,0.426,-0.01
0.428,0.01,0.428,0.02,0.428,0.01,0.428,0.0,0.428,0.0,0.428,0.0,0.428,0.0,0.428,0.0,0.428,-0.01
0.43,0.02,0.43,0.01,0.43,0.01,0.43,0.01,0.43,0.0,0.43,0.0,0.43,0.0,0.43,0.0,0.43,-0.01
0.432,0.02,0.432,0.01,0.432,0.01,0.432,0.0,0.432,0.0,0.432,0.01,0.432,0.0,0.432,-0.01,0.432,-0.01
0.434,0.02,0.434,0.01,0.434,0.0,0.434,0.0,0.434,0.0,0.434,0.01,0.434,0.0,0.434,0.0,0.434,-0.01
0.436,0.01,0.436,0.01,0.436,0.0,0.436,0.01,0.436,0.0,0.436,0.01,0.436,0.0,0.436,0.0,0.436,0.0
0.438,0.02,0.438,0.02,0.438,0.0,0.438,0.0,0.438,0.0,0.438,0.0,0.438,0.0,0.438,0.0,0.438,0.0
0.44,0.01,0.44,0.01,0.44,0.01,0.44,0.01,0.44,-0.01,0.44,0.01,0.44,0.0,0.44,0.01,0.44,0.0
0.442,0.0,0.442,0.01,0.442,0.0,0.442,0.01,0.442,-0.01,0.442,0.0,0.442,0.0,0.442,0.0,0.442,0.0
0.444,0.01,0.444,0.01,0.444,0.01,0.444,0.0,0.444,0.0,0.444,0.01,0.444,0.0,0.444,0.0,0.444,0.0
0.446,0.02,0.446,0.01,0.446,0.01,0.446,0.01,0.446,0.0,0.446,0.0,0.446,0.0,0.446,0.0,0.446,0.0
0.448,0.01,0.448,0.02,0.448,0.01,0.448,0.0,0.448,0.0,0.448,0.0,0.448,0.0,0.448,-0.01,0.448,0.0
0.45,0.01,0.45,0.02,0.45,0.0,0.45,0.01,0.45,0.0,0.45,0.02,0.45,0.01,0.45,-0.01,0.45,-0.01
0.452,0.02,0.452,0.01,0.452,0.0,0.452,0.02,0.452,0.0,0.452,0.01,0.452,0.0,0.452,0.0,0.452,0.0
0.454,0.0,0.454,0.03,0.454,-0.01,0.454,0.01,0.454,-0.01,0.454,0.01,0.454,0.0,0.454,0.0,0.454,-0.01
0.456,0.01,0.456,0.02,0.456,0.0,0.456,0.01,0.456,-0.01,0.456,0.01,0.456,0.01,0.456,0.0,0.456,0.01
0.458,0.01,0.458,0.03,0.458,0.0,0.458,0.01,0.458,-0.01,0.458,0.0,0.458,0.0,0.458,0.0,0.458,0.0
0.46,0.01,0.46,0.03,0.46,0.0,0.46,0.0,0.46,-0.01,0.46,0.0,0.46,0.0,0.46,0.0,0.46,0.0
0.462,0.01,0.462,0.02,0.462,0.01,0.462,0.0,0.462,-0.01,0.462,0.0,0.462,0.0,0.462,0.01,0.462,0.0
0.464,0.02,0.464,0.03,0.464,0.01,0.464,0.0,0.464,-0.01,0.464,0.01,0.464,0.0,0.464,0.0,0.464,0.0
0.466,0.02,0.466,0.02,0.466,0.0,0.466,0.02,0.466,0.0,0.466,0.0,0.466,0.0,0.466,-0.01,0.466,-0.01
0.468,0.02,0.468,0.01,0.468,0.01,0.468,0.0,0.468,0.0,0.468,0.0,0.468,0.01,0.468,0.01,0.468,0.0
0.47,0.01,0.47,0.02,0.47,0.0,0.47,0.0,0.47,0.0,0.47,-0.01,0.47,0.01,0.47,0.01,0.47,0.0
0.472,0.01,0.472,0.01,0.472,0.01,0.472,0.0,0.472,-0.01,0.472,0.01,0.472,-0.01,0.472,0.01,0.472,0.0
0.474,0.02,0.474,0.03,0.474,0.0,0.474,-0.01,0.474,-0.02,0.474,0.0,0.474,0.0,0.474,0.0,0.474,0.0
0.476,0.01,0.476,0.02,0.476,0.0,0.476,0.0,0.476,-0.01,0.476,0.0,0.476,0.01,0.476,0.01,0.476,-0.01
0.478,0.01,0.478,0.01,0.478,0.0,0.478,0.0,0.478,0.0,0.478,0.01,0.478,0.0,0.478,0.0,0.478,0.0
0.48,0.01,0.48,0.02,0.48,0.01,0.48,0.01,0.48,0.0,0.48,0.01,0.48,0.0,0.48,0.01,0.48,0.0
0.482,0.0,0.482,0.01,0.482,0.01,0.482,0.01,0.482,0.0,0.482,0.01,0.482,0.01,0.482,0.01,0.482,0.01
0.484,0.01,0.484,0.03,0.484,0.01,0.484,0.0,0.484,-0.01,0.484,0.0,0.484,0.01,0.484,0.0,0.484,0.01
0.486,0.02,0.486,0.01,0.486,0.01,0.486,0.0,0.486,-0.02,0.486,0.0,0.486,0.01,0.486,0.0,0.486,0.01
0.488,0.01,0.488,0.02,0.488,0.01,0.488,0.0,0.488,-0.01,0.488,0.0,0.488,0.0,0.488,0.0,0.488,0.0
0.49,0.02,0.49,0.02,0.49,0.0,0.49,-0.01,0.49,-0.01,0.49,0.0,0.49,0.01,0.49,0.0,0.49,0.0
0.492,0.02,0.492,0.0,0.492,0.01,0.492,0.0,0.492,0.0,0.492,0.0,0.492,0.0,0.492,0.0,0.492,-0.01
0.494,0.02,0.494,0.03,0.494,0.0,0.494,0.0,0.494,0.0,0.494,0.0,0.494,0.01,0.494,0.01,0.494,-0.01
0.496,0.03,0.496,0.02,0.496,0.01,0.496,0.0,0.496,0.0,0.496,0.0,0.496,0.01,0.496,0.02,0.496,-0.01
0.498,0.02,0.498,0.01,0.498,0.0,0.498,0.0,0.498,0.0,0.498,0.0,0.498,0.01,0.498,0.02,0.498,-0.01
0.5,0.01,0.5,0.03,0.5,0.01,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.01,0.5,-0.01
0.502,0.02,0.502,0.01,0.502,0.0,0.502,0.01,0.502,0.01,0.502,0.0,0.502,0.0,0.502,0.01,0.502,-0.01
0.504,0.01,0.504,0.02,0.504,0.01,0.504,0.0,0.504,0.01,0.504,0.0,0.504,0.0,0.504,0.01,0.504,-0.01
0.506,0.02,0.506,0.01,0.506,0.01,0.506,0.0,0.506,0.0,0.506,0.0,0.506,0.01,0.506,0.02,0.506,-0.01
0.508,0.02,0.508,0.02,0.508,0.01,0.508,0.0,0.508,-0.01,0.508,0.0,0.508,0.0,0.508,0.01,0.508,-0.01
0.51,0.02,0.51,0.03,0.51,0.01,0.51,-0.01,0.51,0.0,0.51,0.0,0.51,0.0,0.51,0.01,0.51,0.0
0.512,0.02,0.512,0.01,0.512,0.01,0.512,0.01,0.512,-0.01,0.512,0.0,0.512,0.0,0.512,0.01,0.512,0.0
0.514,0.01,0.514,0.01,0.514,0.01,0.514,0.0,0.514,-0.01,0.514,0.01,0.514,0.0,0.514,0.01,0.514,0.0
0.516,0.02,0.516,0.02,0.516,0.01,0.516,0.0,0.516,-0.01,0.516,0.01,0.516,0.0,0.516,0.01,0.516,0.0
0.518,0.01,0.518,0.0,0.518,0.01,0.518,0.01,0.518,-0.01,0.518,0.0,0.518,0.01,0.518,0.01,0.518,0.0
0.52,0.02,0.52,0.03,0.52,0.0,0.52,0.0,0.52,0.0,0.52,0.0,0.52,0.02,0.52,0.01,0.52,0.0
0.522,0.02,0.522,0.02,0.522,0.01,0.522,0.0,0.522,0.0,0.522,0.02,0.522,0.0,0.522,0.01,0.522,-0.01
0.524,0.02,0.524,0.02,0.524,0.01,0.524,0.0,0.524,-0.01,0.524,0.0,0.524,0.01,0.524,0.01,0.524,-0.01
0.526,0.02,0.526,0.03,0.526,0.01,0.526,-0.01,0.526,-0.01,0.526,0.01,0.526,0.0,0.526,0.01,0.526,0.0
0.528,0.02,0.528,0.02,0.528,0.0,0.528,0.01,0.528,0.0,0.528,0.0,0.528,0.0,0.528,0.01,0.528,0.0
0.53,0.01,0.53,0.02,0.53,0.01,0.53,0.0,0.53,0.0,0.53,0.0,0.53,0.0,0.53,0.01,0.53,0.0
0.532,0.01,0.532,0.02,0.532,0.01,0.532,0.01,0.532,-0.01,0.532,0.0,0.532,0.0,0.532,0.01,0.532,0.0
0.534,0.01,0.534,0.03,0.534,0.0,0.534,0.0,0.534,0.0,0.534,-0.01,0.534,0.0,0.534,0.01,0.534,0.0
0.536,0.01,0.536,0.02,0.536,0.01,0.536,0.0,0.536,0.0,0.536,0.0,0.536,0.0,0.536,0.01,0.536,0.0
0.538,0.01,0.538,0.01,0.538,0.0,0.538,0.01,0.538,0.0,0.538,0.0,0.538,0.0,0.538,0.01,0.538,0.0
0.54,0.02,0.54,0.02,0.54,0.01,0.54,0.01,0.54,-0.01,0.54,0.01,0.54,0.0,0.54,0.0,0.54,0.0
0.542,0.02,0.542,0.02,0.542,0.01,0.542,0.0,0.542,0.0,0.542,0.0,0.542,0.01,0.542,0.0,0.542,0.0
0.544,0.01,0.544,0.0,0.544,0.01,0.544,0.01,0.544,-0.01,0.544,0.0,0.544,0.0,0.544,0.0,0.544,0.0
0.546,0.01,0.546,0.02,0.546,0.0,0.546,0.01,0.546,0.0,0.546,0.0,0.546,0.01,0.546,0.0,0.546,-0.01
0.548,0.02,0.548,0.03,0.548,0.01,0.548,0.02,0.548,-0.01,0.548,0.0,0.548,0.02,0.548,0.01,0.548,0.0
0.55,0.01,0.55,0.01,0.55,0.0,0.55,0.01,0.55,0.0,0.55,-0.01,0.55,0.0,0.55,0.01,0.55,0.0
0.552,0.01,0.552,0.03,0.552,0.01,0.552,0.01,0.552,-0.01,0.552,0.01,0.552,0.01,0.552,0.01,0.552,0.0
0.554,0.01,0.554,-0.01,0.554,0.0,0.554,0.0,0.554,-0.01,0.554,0.0,0.554,0.0,0.554,0.01,0.554,0.0
0.556,0.01,0.556,0.02,0.556,0.01,0.556,0.01,0.556,-0.01,0.556,0.0,0.556,0.0,0.556,0.01,0.556,0.0
0.558,0.02,0.558,0.03,0.558,0.01,0.558,0.0,0.558,0.0,0.558,0.01,0.558,0.0,0.558,0.01,0.558,0.0
0.56,0.02,0.56,0.01,0.56,0.01,0.56,0.0,0.56,-0.01,0.56,0.01,0.56,-0.01,0.56,0.0,0.56,0.0
0.562,0.01,0.562,0.02,0.562,0.0,0.562,0.01,0.562,-0.01,0.562,0.0,0.562,0.0,0.562,0.01,0.562,-0.01
0.564,0.02,0.564,0.02,0.564,0.0,0.564,0.02,0.564,0.0,0.564,0.0,0.564,0.0,0.564,0.01,0.564,-0.01
0.566,0.01,0.566,0.01,0.566,0.01,0.566,0.0,0.566,0.0,0.566,0.0,0.566,0.0,0.566,0.02,0.566,-0.01
0.568,0.01,0.568,0.01,0.568,0.01,0.568,0.01,0.568,0.0,0.568,0.0,0.568,0.0,0.568,0.01,0.568,-0.01
0.57,0.02,0.57,0.01,0.57,0.0,0.57,0.01,0.57,0.0,0.57,0.0,0.57,0.0,0.57,0.02,0.57,-0.01
0.572,0.01,0.572,0.03,0.572,0.0,0.572,0.0,0.572,-0.01,0.572,-0.01,0.572,0.0,0.572,0.01,0.572,0.0
0.574,0.01,0.574,0.01,0.574,0.0,0.574,0.0,0.574,0.0,0.574,0.0,0.574,0.0,0.574,0.01,0.574,-0.01
0.576,0.01,0.576,0.0,0.576,0.01,0.576,0.0,0.576,0.0,0.576,0.0,0.576,0.0,0.576,0.02,0.576,-0.01
0.578,0.02,0.578,0.03,0.578,0.01,0.578,0.02,0.578,-0.01,0.578,0.0,0.578,0.0,0.578,0.01,0.578,-0.02
0.58,0.01,0.58,0.02,0.58,0.01,0.58,0.0,0.58,-0.01,0.58,0.0,0.58,-0.01,0.58,0.01,0.58,-0.01
0.582,0.02,0.582,0.03,0.582,0.01,0.582,0.01,0.582,0.01,0.582,-0.01,0.582,0.0,0.582,0.01,0.582,0.0
0.584,0.01,0.584,0.01,0.584,0.02,0.584,0.02,0.584,0.0,0.584,-0.01,0.584,0.0,0.584,0.0,0.584,-0.01
0.586,0.0,0.586,0.02,0.586,0.02,0.586,0.0,0.586,0.0,0.586,0.0,0.586,0.0,0.586,0.0,0.586,-0.01
0.588,0.01,0.588,0.03,0.588,0.01,0.588,0.01,0.588,-0.01,0.588,-0.01,0.588,0.0,0.588,0.0,0.588,-0.01
0.59,0.0,0.59,0.01,0.59,0.01,0.59,0.0,0.59,0.0,0.59,0.0,0.59,0.0,0.59,0.0,0.59,0.0
0.592,0.01,0.592,0.01,0.592,0.01,0.592,0.0,0.592,0.0,0.592,-0.01,0.592,-0.01,0.592,0.01,0.592,0.0
0.594,0.01,0.594,0.03,0.594,0.01,0.594,0.02,0.594,0.01,0.594,0.0,0.594,0.0,0.594,0.01,0.594,0.0
0.596,0.01,0.596,0.03,0.596,0.01,0.596,-0.01,0.596,0.0,0.596,0.0,0.596,-0.01,0.596,0.01,0.596,0.0
0.598,0.01,0.598,0.04,0.598,0.01,0.598,0.0,0.598,0.0,0.598,-0.01,0.598,-0.01,0.598,0.0,0.598,0.01
0.6,0.01,0.6,0.01,0.6,0.02,0.6,0.0,0.6,0.0,0.6,0.0,0.6,-0.01,0.6,0.0,0.6,0.0
0.602,0.01,0.602,0.01,0.602,0.01,0.602,0.0,0.602,0.0,0.602,0.0,0.602,-0.01,0.602,0.01,0.602,0.0
0.604,0.01,0.604,0.02,0.604,0.0,0.604,0.0,0.604,0.0,0.604,0.0,0.604,0.0,0.604,0.01,0.604,0.0
0.606,0.01,0.606,0.05,0.606,0.0,0.606,-0.01,0.606,0.0,0.606,0.0,0.606,0.0,0.606,0.0,0.606,0.0
0.608,0.02,0.608,0.02,0.608,0.0,0.608,0.0,0.608,-0.01,0.608,0.0,0.608,0.0,0.608,0.01,0.608,0.0
0.61,0.01,0.61,0.02,0.61,0.0,0.61,0.01,0.61,-0.01,0.61,-0.01,0.61,-0.01,0.61,0.02,0.61,0.0
0.612,0.01,0.612,0.03,0.612,0.0,0.612,-0.01,0.612,0.0,0.612,0.0,0.612,0.0,0.612,0.01,0.612,0.0
0.614,0.01,0.614,0.02,0.614,0.0,0.614,0.01,0.614,0.0,0.614,-0.01,0.614,0.01,0.614,0.0,0.614,-0.01
0.616,0.01,0.616,0.02,0.616,0.0,0.616,0.0,0.616,-0.01,0.616,0.0,0.616,0.01,0.616,0.0,0.616,0.0
0.618,0.01,0.618,0.02,0.618,0.0,0.618,0.0,0.618,-0.01,0.618,0.0,0.618,0.0,0.618,0.02,0.618,-0.01
0.62,0.02,0.62,0.02,0.62,0.0,0.62,0.02,0.62,0.0,0.62,0.0,0.62,0.0,0.62,0.03,0.62,0.0
0.622,0.01,0.622,0.03,0.622,0.0,0.622,0.0,0.622,0.0,0.622,-0.01,0.622,0.0,0.622,0.02,0.622,0.0
0.624,0.02,0.624,0.02,0.624,0.0,0.624,0.02,0.624,0.0,0.624,0.0,0.624,-0.01,0.624,0.02,0.624,0.0
0.626,0.02,0.626,0.02,0.626,0.0,0.626,0.0,0.626,-0.01,0.626,0.0,0.626,-0.01,0.626,0.01,0.626,0.0
0.628,0.02,0.628,0.03,0.628,0.0,0.628,-0.01,0.628,-0.01,0.628,0.0,0.628,0.0,0.628,0.01,0.628,0.0
0.63,0.02,0.63,0.02,0.63,0.01,0.63,0.0,0.63,-0.01,0.63,0.0,0.63,0.0,0.63,0.01,0.63,0.0
0.632,0.02,0.632,0.02,0.632,0.01,0.632,0.0,0.632,-0.01,0.632,0.0,0.632,0.0,0.632,0.02,0.632,0.0
0.634,0.02,0.634,0.03,0.634,0.0,0.634,0.0,0.634,-0.01,0.634,0.0,0.634,0.0,0.634,0.03,0.634,-0.01
0.636,0.02,0.636,0.02,0.636,0.01,0.636,-0.01,0.636,-0.01,0.636,0.0,0.636,-0.01,0.636,0.01,0.636,-0.01
0.638,0.01,0.638,0.02,0.638,0.0,0.638,0.0,0.638,0.0,0.638,0.0,0.638,-0.01,0.638,0.01,0.638,-0.01
0.64,0.01,0.64,0.01,0.64,0.0,0.64,0.0,0.64,-0.01,0.64,0.0,0.64,0.0,0.64,0.02,0.64,0.0
0.642,0.01,0.642,0.01,0.642,0.0,0.642,0.0,0.642,0.0,0.642,0.0,0.642,-0.01,0.642,0.0,0.642,0.0
0.644,0.02,0.644,0.02,0.644,0.0,0.644,-0.01,0.644,0.0,0.644,0.0,0.644,-0.01,0.644,0.0,0.644,0.0
0.646,0.02,0.646,0.02,0.646,0.0,0.646,0.0,0.646,-0.01,0.646,0.0,0.646,0.0,0.646,0.02,0.646,-0.01
0.648,0.0,0.648,0.01,0.648,0.0,0.648,0.01,0.648,0.0,0.648,0.0,0.648,-0.01,0.648,0.02,0.648,-0.01
0.65,0.01,0.65,0.02,0.65,0.0,0.65,-0.01,0.65,-0.01,0.65,0.0,0.65,-0.01,0.65,0.01,0.65,-0.01
0.652,0.01,0.652,0.03,0.652,0.01,0.652,0.0,0.652,0.0,0.652,0.01,0.652,0.0,0.652,0.0,0.652,0.0
0.654,0.01,0.654,0.01,0.654,0.01,0.654,0.01,0.654,0.0,0.654,0.0,0.654,0.0,0.654,0.01,0.654,-0.01
0.656,0.01,0.656,0.01,0.656,0.01,0.656,0.0,0.656,0.0,0.656,0.01,0.656,-0.01,0.656,0.01,0.656,0.0
0.658,0.01,0.658,0.01,0.658,0.0,0.658,0.0,0.658,0.0,0.658,0.01,0.658,-0.01,0.658,0.0,0.658,0.0
0.66,0.01,0.66,0.02,0.66,0.0,0.66,0.0,0.66,-0.01,0.66,0.01,0.66,0.0,0.66,0.01,0.66,0.0
0.662,0.01,0.662,0.03,0.662,0.0,0.662,0.0,0.662,0.0,0.662,0.01,0.662,-0.01,0.662,0.0,0.662,0.0
0.664,0.01,0.664,0.02,0.664,0.0,0.664,0.0,0.664,0.0,0.664,0.01,0.664,-0.02,0.664,0.01,0.664,0.0
0.666,0.02,0.666,0.02,0.666,0.01,0.666,0.0,0.666,0.0,0.666,0.0,0.666,-0.01,0.666,-0.01,0.666,0.01
0.668,0.02,0.668,0.03,0.668,0.01,0.668,-0.01,0.668,0.0,0.668,0.01,0.668,0.0,0.668,0.0,0.668,0.0
0.67,0.02,0.67,0.02,0.67,0.01,0.67,-0.01,0.67,0.0,0.67,0.0,0.67,0.0,0.67,0.01,0.67,0.0
0.672,0.01,0.672,0.03,0.672,0.01,0.672,0.0,0.672,0.01,0.672,0.0,0.672,0.0,0.672,0.01,0.672,0.01
0.674,0.02,0.674,0.04,0.674,0.0,0.674,0.0,0.674,0.0,0.674,0.01,0.674,0.0,0.674,-0.01,0.674,0.0
0.676,0.01,0.676,0.03,0.676,0.01,0.676,0.0,0.676,0.01,0.676,0.01,0.676,0.0,0.676,0.01,0.676,0.0
0.678,0.01,0.678,0.01,0.678,0.01,0.678,0.01,0.678,0.0,0.678,0.01,0.678,0.0,0.678,0.0,0.678,0.0
0.68,0.02,0.68,0.03,0.68,0.0,0.68,0.0,0.68,0.01,0.68,0.0,0.68,0.0,0.68,0.01,0.68,0.0
0.682,0.01,0.682,0.02,0.682,0.01,0.682,0.0,0.682,0.01,0.682,0.01,0.682,0.0,0.682,0.01,0.682,-0.01
0.684,0.01,0.684,0.02,0.684,0.01,0.684,0.01,0.684,0.0,0.684,0.01,0.684,0.0,0.684,0.01,0.684,0.01
0.686,0.01,0.686,0.03,0.686,0.01,0.686,0.0,0.686,0.0,0.686,0.0,0.686,0.0,0.686,0.01,0.686,0.01
0.688,0.02,0.688,0.01,0.688,0.0,0.688,0.0,0.688,0.0,0.688,0.0,0.688,0.0,0.688,0.01,0.688,0.0
0.69,0.02,0.69,0.02,0.69,0.01,0.69,0.0,0.69,0.0,0.69,0.0,0.69,0.0,0.69,0.01,0.69,0.0
0.692,0.02,0.692,0.03,0.692,0.01,0.692,0.0,0.692,0.0,0.692,0.0,0.692,0.01,0.692,0.02,0.692,0.0
0.694,0.01,0.694,0.02,0.694,0.01,0.694,0.0,0.694,0.0,0.694,0.0,0.694,0.01,0.694,0.01,0.694,0.0
0.696,0.02,0.696,0.02,0.696,0.0,0.696,0.01,0.696,0.0,0.696,-0.01,0.696,0.01,0.696,0.01,0.696,-0.01
0.698,0.01,0.698,0.03,0.698,0.0,0.698,0.0,0.698,0.0,0.698,0.0,0.698,0.01,0.698,0.01,0.698,0.0
0.7,0.01,0.7,0.02,0.7,0.01,0.7,0.0,0.7,0.01,0.7,0.0,0.7,0.0,0.7,0.01,0.7,-0.01
0.702,0.01,0.702,0.02,0.702,0.01,0.702,0.0,0.702,0.01,0.702,0.0,0.702,0.0,0.702,0.01,0.702,-0.01
0.704,0.01,0.704,0.02,0.704,0.0,0.704,0.0,0.704,0.0,0.704,0.0,0.704,0.0,0.704,0.0,0.704,-0.01
0.706,0.01,0.706,0.02,0.706,0.0,0.706,0.01,0.706,0.0,0.706,0.0,0.706,0.01,0.706,0.0,0.706,-0.01
0.708,0.01,0.708,0.02,0.708,0.01,0.708,0.0,0.708,0.0,0.708,0.0,0.708,0.0,0.708,0.0,0.708,-0.01
0.71,0.01,0.71,0.02,0.71,0.01,0.71,0.0,0.71,0.0,0.71,0.01,0.71,0.0,0.71,0.01,0.71,0.0
0.712,0.02,0.712,0.04,0.712,0.02,0.712,0.0,0.712,0.0,0.712,0.01,0.712,0.0,0.712,0.01,0.712,-0.01
0.714,0.02,0.714,0.02,0.714,0.01,0.714,0.0,0.714,0.01,0.714,0.01,0.714,-0.01,0.714,0.0,0.714,-0.01
0.716,0.01,0.716,0.03,0.716,0.02,0.716,0.01,0.716,0.0,0.716,0.01,0.716,0.0,0.716,0.0,0.716,-0.01
0.718,0.01,0.718,0.02,0.718,0.02,0.718,0.0,0.718,0.0,0.718,0.01,0.718,-0.01,0.718,0.01,0.718,0.0
0.72,0.01,0.72,0.01,0.72,0.01,0.72,0.01,0.72,0.0,0.72,0.0,0.72,-0.01,0.72,0.01,0.72,-0.01
0.722,0.0,0.722,0.03,0.722,0.01,0.722,0.01,0.722,0.0,0.722,0.01,0.722,0.0,0.722,0.01,0.722,0.0
0.724,0.01,0.724,0.01,0.724,0.01,0.724,-0.01,0.724,0.0,0.724,0.0,0.724,-0.01,0.724,0.01,0.724,0.0
0.726,0.01,0.726,0.03,0.726,0.02,0.726,0.01,0.726,0.0,0.726,0.01,0.726,0.0,0.726,0.01,0.726,-0.01
0.728,0.01,0.728,0.03,0.728,0.01,0.728,0.0,0.728,0.0,0.728,0.01,0.728,0.0,0.728,0.01,0.728,-0.01
0.73,0.01,0.73,0.0,0.73,0.01,0.73,0.0,0.73,0.0,0.73,0.0,0.73,0.0,0.73,0.01,0.73,-0.01
0.732,0.01,0.732,0.03,0.732,0.01,0.732,0.01,0.732,0.0,0.732,0.01,0.732,0.0,0.732,0.01,0.732,-0.01
0.734,0.0,0.734,0.03,0.734,0.01,0.734,0.0,0.734,0.0,0.734,0.01,0.734,0.01,0.734,0.02,0.734,-0.01
0.736,0.01,0.736,0.01,0.736,0.01,0.736,0.02,0.736,0.0,0.736,0.01,0.736,0.0,0.736,0.01,0.736,0.0
0.738,0.01,0.738,0.03,0.738,0.01,0.738,0.0,0.738,0.0,0.738,0.01,0.738,0.01,0.738,0.01,0.738,-0.01
0.74,0.01,0.74,0.02,0.74,0.01,0.74,0.0,0.74,0.0,0.74,0.01,0.74,0.01,0.74,0.01,0.74,-0.01
