Time (s) B1,Force (N) B1
-0.01,0.0
-0.008,-0.01
-0.006,0.0
-0.004,0.01
-0.002,0.0
0.0,0.83
0.002,5.28
0.004,10.37
0.006,16.53
0.008,18.42
0.01,19.72
0.012,19.91
0.014,19.68
0.016,19.13
0.018,17.98
0.02,16.72
0.022,14.35
0.024,10.38
0.026,5.85
0.028,2.95
0.03,1.21
0.032,0.25
0.034,-0.05
0.036,-0.13
0.038,-0.1
0.04,0.0
0.042,0.02
0.0439999999999998,-0.01
0.0459999999999998,0.01
0.0479999999999998,0.01
0.0499999999999998,-0.02
0.0519999999999998,0.01
0.0539999999999998,-0.01
0.0559999999999998,-0.02
0.0579999999999998,0.05
0.0599999999999998,0.0
0.0619999999999998,0.03
0.0639999999999998,0.01
0.0659999999999998,-0.02
0.0679999999999998,0.03
0.0699999999999998,-0.02
0.0719999999999998,-0.01
0.0739999999999998,0.02
0.0759999999999998,0.01
0.0779999999999998,0.0
0.0799999999999998,-0.01
0.0819999999999998,0.03
0.0839999999999998,-0.01
0.0859999999999998,0.01
0.0879999999999998,-0.04
0.0899999999999998,0.02
0.0919999999999998,0.02
0.0939999999999998,-0.03
0.0959999999999998,0.06
0.0979999999999998,-0.06
0.0999999999999998,0.07
0.1019999999999998,-0.01
0.1039999999999998,-0.05
0.1059999999999998,0.06
0.1079999999999998,-0.03
0.1099999999999998,0.03
0.1119999999999998,0.0
0.1139999999999998,0.0
0.1159999999999998,0.06
0.1179999999999998,-0.03
0.1199999999999998,0.04
0.1219999999999998,0.01
0.1239999999999998,-0.04
0.1259999999999999,0.01
0.1279999999999999,0.0
0.1299999999999999,0.06
0.1319999999999999,0.03
0.1339999999999999,0.01
0.1359999999999999,-0.01
0.1379999999999999,-0.05
0.1399999999999999,0.0
0.1419999999999999,0.02
0.1439999999999999,0.03
0.1459999999999999,0.0
0.1479999999999999,-0.03
0.1499999999999999,0.0
0.1519999999999999,0.04
0.1539999999999999,0.0
0.1559999999999999,0.04
0.1579999999999999,0.03
0.1599999999999999,-0.03
0.1619999999999999,0.0
0.1639999999999999,-0.01
0.1659999999999999,0.02
0.1679999999999999,0.02
0.1699999999999999,0.0
0.1719999999999999,0.01
0.1739999999999999,0.0
0.1759999999999999,0.02
0.1779999999999999,0.01
0.1799999999999999,0.03
0.1819999999999999,0.03
0.1839999999999999,-0.01
0.1859999999999999,0.0
0.1879999999999999,0.0
0.1899999999999999,0.03
0.1919999999999999,0.03
0.1939999999999999,0.01
0.1959999999999999,0.01
0.1979999999999999,-0.01
0.1999999999999999,0.0
0.2019999999999999,0.0
0.2039999999999999,0.0
0.2059999999999999,0.03
0.2079999999999999,0.01
0.2099999999999999,0.0
0.2119999999999999,0.01
0.2139999999999999,-0.01
0.2159999999999999,-0.01
0.2179999999999999,0.02
0.2199999999999999,0.02
0.2219999999999999,0.01
0.2239999999999999,0.0
0.2259999999999999,-0.01
0.2279999999999999,0.03
0.2299999999999999,0.01
0.2319999999999999,0.0
0.2339999999999999,0.01
0.236,-0.01
0.238,-0.01
0.24,0.0
0.242,0.0
0.244,0.02
0.246,0.01
0.248,-0.01
0.25,0.01
0.252,0.0
0.254,0.0
0.256,0.02
0.258,0.0
0.26,0.01
0.262,0.0
0.264,0.0
0.266,0.02
0.268,0.0
0.27,0.02
0.272,0.0
0.274,0.01
0.276,0.01
0.278,0.0
0.28,0.02
0.282,0.0
0.284,0.01
0.286,0.01
0.288,0.0
0.29,0.01
0.292,0.01
0.2939999999999998,0.01
0.2959999999999998,0.01
0.2979999999999998,-0.01
0.2999999999999998,0.01
0.3019999999999998,0.0
0.3039999999999998,0.0
0.3059999999999998,0.0
0.3079999999999998,0.0
0.3099999999999998,0.01
0.3119999999999998,0.0
0.3139999999999998,0.0
0.3159999999999998,0.0
0.3179999999999998,0.01
0.3199999999999998,0.0
0.3219999999999998,0.0
0.3239999999999998,0.0
0.3259999999999998,0.0
0.3279999999999998,0.0
0.3299999999999998,0.0
0.3319999999999998,0.0
0.3339999999999998,0.0
0.3359999999999998,0.01
0.3379999999999998,-0.01
0.3399999999999998,0.02
0.3419999999999998,0.01
0.3439999999999998,0.01
0.3459999999999998,0.01
0.3479999999999998,0.0
0.3499999999999998,0.01
0.3519999999999998,0.0
0.3539999999999998,0.0
0.3559999999999998,0.0
0.3579999999999999,0.0
0.3599999999999999,0.0
0.3619999999999999,0.0
0.3639999999999999,0.01
0.3659999999999999,0.0
0.3679999999999999,0.0
0.3699999999999999,0.01
0.3719999999999999,0.0
0.3739999999999999,0.0
0.3759999999999999,-0.01
0.3779999999999999,0.0
0.3799999999999999,0.01
0.3819999999999999,0.01
0.3839999999999999,0.0
0.3859999999999999,0.0
0.3879999999999999,0.0
0.3899999999999999,-0.01
0.3919999999999999,-0.01
0.3939999999999999,0.0
0.3959999999999999,0.0
0.3979999999999999,0.0
0.3999999999999999,0.0
0.4019999999999999,0.0
0.4039999999999999,0.01
0.4059999999999999,0.02
0.4079999999999999,0.01
0.4099999999999999,0.01
0.4119999999999999,0.01
0.4139999999999999,0.0
0.4159999999999999,0.0
0.4179999999999999,0.01
0.4199999999999997,0.01
0.4219999999999999,0.02
0.4239999999999997,0.0
0.4259999999999999,0.0
0.4279999999999997,0.0
0.4299999999999999,0.0
0.4319999999999997,0.0
0.4339999999999999,0.0
0.4359999999999997,0.0
0.4379999999999999,0.01
0.4399999999999997,0.0
0.4419999999999999,0.0
0.4439999999999997,0.0
0.4459999999999999,0.0
0.4479999999999997,-0.01
0.4499999999999999,0.0
0.4519999999999997,0.0
0.4539999999999999,0.01
0.4559999999999997,0.01
0.4579999999999999,0.0
0.4599999999999997,0.01
0.4619999999999999,0.0
0.4639999999999997,0.0
0.4659999999999999,0.0
0.4679999999999997,0.01
0.47,0.0
0.4719999999999997,0.0
0.474,0.0
0.4759999999999997,0.0
0.478,0.0
0.4799999999999997,0.01
0.482,0.01
0.4839999999999997,0.01
0.486,0.01
0.4879999999999997,0.01
0.49,0.0
0.4919999999999997,0.0
0.494,0.01
0.4959999999999998,0.01
0.498,0.01
0.4999999999999998,0.01
0.502,0.01
0.5039999999999998,0.01
0.506,0.0
0.5079999999999998,0.0
0.51,0.01
0.5119999999999998,0.0
0.514,0.0
0.5159999999999998,0.0
0.518,0.01
0.5199999999999998,0.0
0.522,0.0
0.5239999999999998,0.0
0.526,-0.01
0.5279999999999998,0.0
0.53,0.0
0.5319999999999998,0.0
0.534,0.01
0.5359999999999998,0.01
0.538,0.01
0.5399999999999998,0.0
0.542,0.0
0.5439999999999998,0.0
0.546,0.0
0.5479999999999998,0.0
0.55,0.0
0.5519999999999998,0.0
0.554,-0.01
0.5559999999999998,0.0
0.558,0.0
0.5599999999999998,0.01
0.562,0.0
0.5639999999999998,0.0
0.5660000000000001,0.0
0.5679999999999998,0.0
0.5700000000000001,0.0
0.5719999999999998,0.01
0.5740000000000001,0.01
0.5759999999999998,0.02
0.5780000000000001,0.01
0.5799999999999998,0.01
0.5820000000000001,0.01
0.5839999999999999,0.0
0.5860000000000001,0.01
0.5879999999999999,0.02
0.5900000000000001,0.01
0.5919999999999999,0.02
0.5940000000000001,0.02
0.5959999999999999,0.01
0.5980000000000001,0.0
0.5999999999999999,0.01
0.6020000000000001,0.01
0.6039999999999999,0.0
0.6060000000000001,0.0
