Time (s) A3,Force (N) A3
-0.0099999999999997,-0.01
-0.008,0.0
-0.0059999999999993,0.0
-0.0039999999999995,-0.01
-0.0019999999999997,0.0
0.0,2.68
0.0020000000000006,19.75
0.0040000000000004,23.85
0.0060000000000002,8.54
0.008,14.56
0.0100000000000006,17.92
0.0120000000000004,19.34
0.0140000000000002,17.02
0.016,14.12
0.0180000000000006,13.08
0.0200000000000004,10.49
0.0220000000000002,8.24
0.024,4.88
0.0260000000000006,2.28
0.0280000000000004,0.98
0.0300000000000002,0.54
0.032,0.46
0.0340000000000006,0.02
0.0360000000000004,-0.2
0.0380000000000002,-0.05
0.04,-0.04
0.0420000000000007,0.03
0.0440000000000004,0.19
0.0460000000000002,0.06
0.048,0.02
0.0500000000000007,-0.11
0.0520000000000004,-0.14
0.0540000000000002,0.02
0.056,0.14
0.0580000000000007,0.11
0.0600000000000005,0.04
0.0620000000000002,-0.11
0.064,-0.07
0.0660000000000007,-0.03
0.0680000000000005,0.04
0.0700000000000002,0.09
0.072,0.01
0.0740000000000007,-0.01
0.0760000000000005,-0.06
0.0780000000000002,-0.05
0.08,0.05
0.0820000000000007,0.05
0.0840000000000005,0.04
0.0860000000000003,-0.01
0.088,-0.12
0.0900000000000007,-0.02
0.0920000000000005,0.01
0.0940000000000003,0.04
0.096,0.03
0.0980000000000007,-0.02
0.1000000000000005,-0.03
0.1020000000000003,-0.03
0.104,0.0
0.1060000000000007,0.02
0.1080000000000005,0.03
0.1100000000000003,-0.03
0.1120000000000001,-0.03
0.1140000000000007,0.01
0.1160000000000005,-0.04
0.1180000000000003,0.04
0.1200000000000001,0.02
0.1220000000000007,0.01
0.1240000000000005,0.03
0.1260000000000003,-0.06
0.1280000000000001,-0.03
0.1300000000000007,0.0
0.1320000000000005,0.03
0.1340000000000003,0.04
0.1360000000000001,-0.04
0.1380000000000008,-0.05
0.1400000000000005,0.01
0.1420000000000003,0.05
0.1440000000000001,0.04
0.1460000000000008,0.0
0.1480000000000005,-0.02
0.1500000000000003,-0.02
0.1520000000000001,0.02
0.1540000000000008,0.02
0.1560000000000005,0.01
0.1580000000000003,0.01
0.1600000000000001,0.0
0.1620000000000008,-0.02
0.1640000000000006,0.03
0.1660000000000003,0.01
0.1680000000000001,0.02
0.1700000000000008,0.0
0.1720000000000006,-0.01
0.1740000000000003,0.0
0.1760000000000001,0.0
0.1780000000000008,0.01
0.1800000000000006,0.03
0.1820000000000003,0.02
0.1840000000000001,0.01
0.1860000000000008,-0.02
0.1880000000000006,-0.03
0.1900000000000004,0.0
0.1920000000000001,0.03
0.1940000000000008,0.02
0.1960000000000006,0.0
0.1980000000000004,-0.01
0.2000000000000001,0.0
0.2020000000000008,0.02
0.2040000000000006,0.01
0.2060000000000004,0.01
0.2080000000000001,0.0
0.2100000000000008,0.0
0.2120000000000006,0.01
0.2140000000000004,0.0
0.2160000000000002,0.01
0.2180000000000008,0.01
0.2200000000000006,0.0
0.2220000000000004,0.0
0.2240000000000002,0.0
0.2259999999999999,-0.01
0.2280000000000006,0.0
0.2300000000000004,0.0
0.2320000000000002,0.01
0.2339999999999999,0.0
0.2360000000000006,-0.01
0.2380000000000004,0.0
0.2400000000000002,0.0
0.242,0.01
0.2440000000000006,0.0
0.2460000000000004,0.01
0.2480000000000002,0.0
0.25,0.0
0.2520000000000006,0.01
0.2540000000000004,0.01
0.2560000000000002,0.01
0.258,0.01
0.2600000000000007,0.0
0.2620000000000004,0.0
0.2640000000000002,0.0
0.266,0.0
0.2680000000000007,0.0
0.2700000000000004,0.01
0.2720000000000002,0.0
0.274,0.01
0.2760000000000007,0.01
0.2780000000000004,0.0
0.2800000000000002,0.01
0.282,0.01
0.2840000000000007,0.0
0.2860000000000005,0.0
0.2880000000000002,-0.01
0.29,0.01
0.2920000000000007,0.0
0.2940000000000005,0.0
0.2960000000000002,0.0
0.298,-0.01
0.3000000000000007,0.0
0.3020000000000005,0.01
0.3040000000000002,0.0
0.306,0.01
0.3080000000000007,0.0
0.3100000000000005,0.0
0.3120000000000003,0.01
0.314,0.0
0.3160000000000007,0.0
0.3180000000000005,0.0
0.3200000000000003,0.0
0.322,0.0
0.3240000000000007,0.0
0.3260000000000005,0.0
0.3280000000000003,0.01
0.33,0.01
0.3320000000000007,0.01
0.3340000000000005,0.01
0.3360000000000003,0.0
0.3380000000000001,0.01
0.3400000000000007,0.0
0.3420000000000005,0.01
0.3440000000000003,0.02
0.3460000000000001,0.0
0.3480000000000007,0.02
0.3500000000000005,0.01
0.3520000000000003,0.01
0.3540000000000001,0.01
0.3560000000000007,0.01
0.3580000000000005,0.01
0.3600000000000003,0.01
0.3620000000000001,0.0
0.3640000000000007,0.0
0.3660000000000005,0.0
0.3680000000000003,0.0
0.3700000000000001,0.01
0.3720000000000008,0.0
0.3740000000000005,0.01
0.3760000000000003,0.0
0.3780000000000001,0.0
0.3800000000000008,0.0
0.3820000000000005,0.01
0.3840000000000003,0.0
0.3860000000000001,0.0
0.3880000000000008,0.0
0.3900000000000005,0.0
0.3920000000000003,0.01
0.3940000000000001,0.01
0.3960000000000008,0.01
0.3980000000000006,0.0
0.4000000000000003,-0.01
0.4020000000000001,0.0
0.4040000000000008,0.0
0.4060000000000006,0.0
0.4080000000000003,0.01
0.4100000000000001,0.0
0.4120000000000008,0.0
0.4140000000000006,0.01
0.4160000000000003,0.01
0.4180000000000001,0.01
0.4200000000000008,0.0
0.4220000000000006,0.01
0.4240000000000004,0.01
0.4260000000000001,0.01
0.4280000000000008,0.0
0.4300000000000006,0.0
0.4320000000000004,0.0
0.4340000000000001,0.01
0.4360000000000008,0.0
0.4380000000000006,0.0
0.4400000000000004,0.0
0.4420000000000001,0.0
0.4440000000000008,0.01
0.4460000000000006,0.01
0.4480000000000004,0.0
0.4500000000000002,0.01
0.4520000000000008,0.0
0.4540000000000006,-0.01
0.4560000000000004,0.0
0.4580000000000002,0.0
0.4600000000000008,0.0
0.4620000000000006,0.0
0.4640000000000004,0.0
0.4660000000000002,0.0
0.4680000000000008,0.01
0.4700000000000006,0.01
0.4720000000000004,0.01
0.4740000000000002,0.01
0.476,0.01
0.4780000000000006,0.0
0.4800000000000004,0.0
0.4820000000000002,0.01
0.484,0.01
0.4860000000000006,0.0
0.4880000000000004,0.0
0.4900000000000002,0.0
0.492,0.0
0.4940000000000006,0.0
0.4960000000000004,0.0
0.4980000000000002,0.0
0.5,0.0
0.5020000000000007,0.0
0.5040000000000004,0.01
0.5060000000000002,0.01
0.508,0.01
0.5100000000000007,0.01
0.5120000000000005,0.0
0.5140000000000002,0.0
0.516,0.01
0.5180000000000007,0.0
0.5200000000000005,0.01
0.5220000000000002,0.01
0.524,0.01
0.5260000000000007,0.0
0.5280000000000005,0.01
0.5300000000000002,0.0
0.532,0.01
0.5340000000000007,0.01
0.5360000000000005,0.0
0.5380000000000003,0.0
0.54,0.01
0.5420000000000007,0.01
0.5440000000000005,0.01
0.5460000000000003,0.01
0.548,0.01
0.5500000000000007,0.0
0.5520000000000005,0.0
0.5540000000000003,0.0
0.556,0.0
0.5580000000000007,0.0
0.5600000000000005,0.0
0.5620000000000003,0.0
0.5640000000000001,0.0
0.5660000000000007,0.0
0.5680000000000005,0.0
0.5700000000000003,0.0
0.5720000000000001,0.01
0.5740000000000007,0.01
0.5760000000000005,0.0
0.5780000000000003,0.01
0.5800000000000001,0.0
0.5820000000000007,0.01
0.5840000000000005,0.01
0.5860000000000003,0.01
0.5880000000000001,0.01
0.5900000000000007,0.0
0.5920000000000005,0.01
0.5940000000000003,0.01
0.5960000000000001,0.01
0.5980000000000008,0.01
0.6000000000000005,0.01
0.6020000000000003,0.01
0.6040000000000001,0.01
0.6060000000000008,0.01
0.6080000000000005,0.01
0.6100000000000003,0.01
0.6120000000000001,0.01
0.6140000000000008,0.01
0.6160000000000005,0.0
0.6180000000000003,0.01
0.6200000000000001,0.01
0.6220000000000008,0.0
0.6240000000000006,0.01
0.6260000000000003,0.0
0.6280000000000001,0.0
0.6300000000000008,0.0
0.6320000000000006,0.0
0.6340000000000003,0.0
0.6360000000000001,0.0
0.6380000000000008,0.01
0.6400000000000006,0.0
0.6420000000000003,0.01
0.6440000000000001,0.01
0.6460000000000008,0.01
0.6480000000000006,0.01
0.6500000000000004,0.0
0.6520000000000001,0.0
0.6540000000000008,0.0
0.6560000000000006,0.01
0.6580000000000004,0.01
0.6600000000000001,0.0
0.6620000000000008,0.01
0.6640000000000006,0.0
0.6660000000000004,0.0
0.6680000000000001,0.01
0.6700000000000008,0.01
0.6720000000000006,0.01
0.6740000000000004,0.01
0.6760000000000002,0.0
0.6780000000000008,0.0
0.6800000000000006,0.0
0.6820000000000004,0.0
0.6840000000000002,0.0
0.6860000000000008,0.01
0.6880000000000006,0.01
0.6900000000000004,0.01
0.6920000000000002,0.01
0.6940000000000008,0.01
0.6960000000000006,0.02
0.6980000000000004,0.01
0.7000000000000002,0.01
0.7020000000000008,0.0
0.7040000000000006,0.0
0.7060000000000004,0.0
0.7080000000000002,0.01
0.7100000000000009,0.0
0.7120000000000006,0.01
0.7140000000000004,0.01
0.7160000000000002,0.0
0.7180000000000009,0.01
0.7200000000000006,0.01
0.7220000000000004,0.01
0.7240000000000002,0.01
0.726,0.0
0.7280000000000006,0.01
0.7300000000000004,0.0
0.7320000000000002,0.0
0.734,0.0
0.7360000000000007,0.0
0.7380000000000004,0.01
0.7400000000000002,0.02
0.742,0.01
0.7440000000000007,0.01
0.7460000000000004,0.0
0.7480000000000002,0.0
0.75,0.0
0.7520000000000007,0.01
0.7540000000000004,0.01
0.7560000000000002,0.0
0.758,0.01
0.7600000000000007,0.01
