Time (s) B2,Force (N) B2
-0.008,0.01
-0.0060000000000002,0.01
-0.0040000000000004,0.0
-0.0020000000000006,0.0
0.0,1.91
0.0019999999999997,5.89
0.0039999999999995,9.44
0.0059999999999993,18.82
0.008,27.2
0.0099999999999997,29.41
0.0119999999999995,28.16
0.0139999999999993,24.33
0.016,20.74
0.0179999999999997,15.47
0.0199999999999995,11.07
0.0219999999999993,6.36
0.024,2.99
0.0259999999999998,0.73
0.0279999999999995,0.02
0.0299999999999993,0.1
0.032,0.25
0.0339999999999998,-0.08
0.0359999999999995,-0.18
0.0379999999999993,0.01
0.04,0.06
0.0419999999999998,0.11
0.0439999999999995,0.07
0.0459999999999993,0.0
0.048,0.12
0.0499999999999998,-0.03
0.0519999999999996,-0.12
0.0539999999999993,0.06
0.056,0.13
0.0579999999999998,0.1
0.0599999999999996,-0.04
0.0619999999999993,-0.05
0.064,0.03
0.0659999999999998,-0.01
0.0679999999999996,0.02
0.0699999999999994,0.08
0.072,0.03
0.0739999999999998,-0.02
0.0759999999999996,0.01
0.0779999999999994,0.0
0.08,-0.01
0.0819999999999998,0.05
0.0839999999999996,0.06
0.0859999999999994,-0.01
0.088,0.01
0.0899999999999998,-0.08
0.0919999999999996,0.01
0.0939999999999994,0.1
0.096,0.03
0.0979999999999998,0.05
0.0999999999999996,-0.04
0.1019999999999994,-0.01
0.104,0.02
0.1059999999999998,0.02
0.1079999999999996,0.05
0.1099999999999994,0.0
0.1120000000000001,0.01
0.1139999999999998,0.0
0.1159999999999996,0.01
0.1179999999999994,0.04
0.1200000000000001,0.01
0.1219999999999998,0.03
0.1239999999999996,0.0
0.1259999999999994,-0.01
0.1280000000000001,0.0
0.1299999999999999,0.01
0.1319999999999996,0.04
0.1339999999999994,0.03
0.1360000000000001,0.03
0.1379999999999999,0.01
0.1399999999999996,-0.02
0.1419999999999994,0.02
0.1440000000000001,0.02
0.1459999999999999,0.03
0.1479999999999997,0.01
0.1499999999999994,-0.01
0.1520000000000001,0.0
0.1539999999999999,0.01
0.1559999999999997,0.03
0.1579999999999994,0.02
0.1600000000000001,0.0
0.1619999999999999,-0.01
0.1639999999999997,-0.01
0.1659999999999994,0.01
0.1680000000000001,0.01
0.1699999999999999,0.01
0.1719999999999997,0.02
0.1739999999999995,0.01
0.1760000000000001,0.0
0.1779999999999999,0.01
0.1799999999999997,0.02
0.1819999999999995,0.03
0.1840000000000001,0.01
0.1859999999999999,0.01
0.1879999999999997,0.0
0.1899999999999995,0.01
0.1919999999999992,0.02
0.1939999999999999,0.03
0.1959999999999997,0.02
0.1979999999999995,0.0
0.1999999999999993,0.0
0.2019999999999999,0.0
0.2039999999999997,0.01
0.2059999999999995,0.02
0.2079999999999993,0.01
0.2099999999999999,0.01
0.2119999999999997,0.02
0.2139999999999995,0.01
0.2159999999999993,0.01
0.2179999999999999,0.01
0.2199999999999997,0.01
0.2219999999999995,0.01
0.2239999999999993,0.0
0.2259999999999999,0.01
0.2279999999999997,0.01
0.2299999999999995,0.02
0.2319999999999993,0.02
0.2339999999999999,0.02
0.2359999999999997,0.02
0.2379999999999995,0.0
0.2399999999999993,0.0
0.242,0.02
0.2439999999999997,0.01
0.2459999999999995,0.02
0.2479999999999993,0.01
0.25,0.01
0.2519999999999998,0.01
0.2539999999999995,0.01
0.2559999999999993,0.02
0.258,0.0
0.2599999999999998,0.01
0.2619999999999995,0.01
0.2639999999999993,0.0
0.266,0.01
0.2679999999999998,0.0
0.2699999999999996,0.02
0.2719999999999993,0.03
0.274,0.01
0.2759999999999998,0.01
0.2779999999999996,0.0
0.2799999999999993,0.01
0.282,0.02
0.2839999999999998,0.02
0.2859999999999996,0.01
0.2879999999999993,0.01
0.29,0.0
