Time (s) Control 1,Force (N) Control 1
-0.01,-0.01
-0.008,-0.04
-0.006,-0.02
-0.004,-0.03
-0.002,-0.05
0.0,12.52
0.002,46.55
0.004,48.22
0.006,48.08
0.008,41.43
0.01,30.52
0.012,19.3
0.014,7.24
0.016,0.36
0.018,-0.34
0.02,-0.1
0.022,0.03
0.024,0.12
0.026,-0.06
0.028,-0.09
0.0299999999999998,0.03
0.0319999999999998,0.08
0.0339999999999998,0.1
0.0359999999999998,0.02
0.0379999999999998,-0.05
0.0399999999999998,-0.02
0.0419999999999998,0.02
0.0439999999999998,-0.03
0.0459999999999998,-0.01
0.0479999999999998,0.07
0.0499999999999998,0.05
0.0519999999999998,0.02
0.0539999999999998,-0.01
0.0559999999999998,-0.04
0.0579999999999998,0.0
0.0599999999999998,-0.02
0.0619999999999998,-0.02
0.0639999999999998,0.01
0.0659999999999998,0.01
0.0679999999999998,-0.05
0.0699999999999998,-0.02
0.0719999999999998,-0.03
0.0739999999999998,-0.04
0.0759999999999998,0.03
0.0779999999999998,0.03
0.0799999999999998,-0.02
0.0819999999999998,-0.05
0.0839999999999998,-0.01
0.0859999999999998,-0.02
0.0879999999999998,-0.01
0.0899999999999998,0.02
0.0919999999999998,0.01
0.0939999999999998,0.02
0.0959999999999998,0.0
0.0979999999999998,-0.04
0.0999999999999998,-0.05
0.1019999999999998,-0.04
0.1039999999999998,0.03
0.1059999999999998,0.03
0.1079999999999998,0.04
0.1099999999999998,0.02
0.1119999999999998,-0.04
0.1139999999999998,-0.02
0.1159999999999998,-0.01
0.1179999999999998,-0.03
0.1199999999999998,0.04
0.1219999999999998,0.07
0.1239999999999998,0.01
0.1259999999999999,-0.02
0.1279999999999999,0.0
0.1299999999999999,-0.04
0.1319999999999999,-0.05
0.1339999999999999,0.02
0.1359999999999999,0.05
0.1379999999999999,0.0
0.1399999999999999,-0.01
0.1419999999999999,0.01
0.1439999999999999,-0.02
0.1459999999999999,-0.06
0.1479999999999999,0.02
0.1499999999999999,0.01
0.1519999999999999,0.02
0.1539999999999999,0.03
0.1559999999999997,-0.04
0.1579999999999999,-0.02
0.1599999999999997,0.0
0.1619999999999999,-0.01
0.1639999999999997,0.0
0.1659999999999999,0.02
0.1679999999999997,0.02
0.1699999999999999,-0.01
0.1719999999999997,-0.02
0.1739999999999999,0.0
0.1759999999999997,-0.02
0.1779999999999999,0.01
0.1799999999999997,0.04
0.1819999999999999,0.02
0.1839999999999997,0.02
0.1859999999999999,0.0
0.1879999999999997,-0.03
0.1899999999999999,0.01
0.1919999999999997,0.02
0.1939999999999999,0.01
0.1959999999999997,0.02
0.1979999999999999,0.01
0.1999999999999997,-0.03
0.2019999999999999,-0.03
0.2039999999999997,-0.02
0.2059999999999999,-0.02
0.2079999999999997,0.0
0.2099999999999999,0.01
0.2119999999999997,0.01
0.2139999999999999,-0.01
0.2159999999999997,-0.01
0.2179999999999999,-0.01
0.2199999999999997,-0.02
0.2219999999999999,-0.02
0.2239999999999997,0.0
0.2259999999999999,0.01
0.2279999999999997,0.0
0.2299999999999999,-0.02
0.2319999999999997,-0.01
0.2339999999999999,-0.01
0.2359999999999997,-0.01
0.238,0.0
0.2399999999999997,0.01
0.242,0.02
0.2439999999999997,0.0
0.246,-0.01
0.2479999999999997,-0.01
0.25,0.02
0.2519999999999998,0.02
0.254,0.01
0.2559999999999998,0.03
0.258,0.01
0.2599999999999998,0.01
0.262,0.0
0.2639999999999998,0.0
0.266,0.01
0.2679999999999998,0.01
0.27,0.01
0.2719999999999998,0.01
0.274,0.01
0.2759999999999998,0.01
0.278,-0.01
0.2799999999999998,0.0
0.282,0.0
0.2839999999999998,0.01
0.286,0.02
0.2879999999999998,0.01
0.29,0.01
0.2919999999999998,0.01
0.294,-0.01
0.2959999999999998,0.0
0.298,0.0
0.2999999999999998,0.01
0.302,0.0
0.3039999999999998,0.01
0.306,-0.01
0.3079999999999998,-0.01
0.31,0.0
0.3119999999999998,0.01
0.314,0.01
0.3159999999999998,0.02
0.318,-0.01
0.3199999999999998,0.0
0.322,0.0
0.3239999999999998,-0.02
0.326,0.02
0.3279999999999998,0.02
0.33,0.0
0.3319999999999998,0.0
0.3340000000000001,0.0
0.3359999999999998,-0.01
0.3380000000000001,-0.01
0.3399999999999998,0.01
0.3420000000000001,0.0
0.3439999999999998,-0.01
0.3460000000000001,0.0
0.3479999999999998,-0.01
0.3500000000000001,0.0
0.3519999999999998,0.02
0.3540000000000001,-0.01
0.3559999999999998,-0.01
0.3580000000000001,0.01
0.3599999999999999,0.0
0.3620000000000001,0.0
0.3639999999999999,0.01
0.3660000000000001,-0.01
0.3679999999999999,0.0
0.3700000000000001,0.0
0.3719999999999999,-0.03
0.3740000000000001,-0.01
0.3759999999999999,0.01
0.3780000000000001,0.0
0.3799999999999999,-0.01
0.3820000000000001,0.0
0.3839999999999999,0.02
0.3860000000000001,0.0
0.3879999999999999,-0.02
0.3900000000000001,-0.02
0.3919999999999999,0.01
0.3940000000000001,0.01
0.3959999999999999,-0.01
0.3980000000000001,0.01
0.3999999999999999,0.0
0.4020000000000001,-0.01
0.4039999999999999,0.01
0.4059999999999997,-0.01
0.4079999999999999,0.01
0.4099999999999997,0.03
0.4119999999999999,0.0
0.4139999999999997,-0.02
0.4159999999999999,-0.01
0.4179999999999997,0.0
0.4199999999999999,0.01
0.4219999999999997,0.02
0.4239999999999999,-0.01
0.4259999999999997,-0.01
0.4279999999999999,0.01
0.4299999999999997,-0.02
0.4319999999999999,0.0
0.4339999999999997,0.01
0.4359999999999999,-0.01
0.4379999999999997,0.01
0.4399999999999999,0.0
0.4419999999999997,-0.01
0.4439999999999999,-0.01
0.4459999999999997,0.0
0.4479999999999999,0.0
0.4499999999999997,0.0
0.4519999999999999,0.0
0.4539999999999997,-0.02
0.4559999999999999,0.01
0.4579999999999997,0.0
0.4599999999999999,-0.01
0.4619999999999997,0.01
0.4639999999999999,0.0
0.4659999999999997,-0.01
0.4679999999999999,0.01
0.4699999999999997,-0.01
0.472,0.0
0.4739999999999997,0.0
0.476,0.0
0.4779999999999997,-0.01
0.48,0.0
0.4819999999999997,0.0
0.484,-0.02
0.4859999999999997,-0.01
0.488,-0.02
0.4899999999999997,-0.01
0.492,0.0
0.4939999999999998,-0.02
0.496,-0.01
0.4979999999999998,-0.01
0.5,-0.01
0.5019999999999998,-0.01
0.504,-0.03
0.5059999999999998,-0.01
0.508,0.0
0.5099999999999998,-0.01
0.512,-0.01
0.5139999999999998,-0.01
0.516,0.0
0.5179999999999998,-0.01
0.52,-0.01
0.5219999999999998,-0.02
0.524,0.0
0.5259999999999998,-0.01
0.528,0.0
0.5299999999999998,0.0
0.532,0.0
0.5339999999999998,-0.02
0.536,-0.01
0.5379999999999998,0.0
0.54,-0.01
0.5419999999999998,0.0
0.544,0.0
0.5459999999999998,0.01
0.548,0.0
0.5499999999999998,0.0
0.552,0.0
0.5539999999999998,0.0
0.556,0.0
0.5579999999999998,-0.01
0.56,0.0
0.5619999999999998,0.0
0.5640000000000001,0.0
0.5659999999999998,0.01
0.5680000000000001,0.0
0.5699999999999998,0.01
0.5720000000000001,0.01
0.5739999999999998,0.0
0.5760000000000001,0.0
0.5779999999999998,0.0
0.5800000000000001,0.0
0.5819999999999999,0.0
0.5840000000000001,-0.01
0.5859999999999999,0.01
0.5880000000000001,0.0
0.5899999999999999,0.0
0.5920000000000001,0.0
0.5939999999999999,0.0
0.5960000000000001,0.01
0.5979999999999999,0.01
0.6000000000000001,0.01
0.6019999999999999,0.01
0.6040000000000001,0.01
0.6059999999999999,0.0
0.6080000000000001,0.0
0.6099999999999999,0.01
0.6120000000000001,0.01
0.6139999999999999,0.0
0.6160000000000001,0.0
0.6179999999999999,0.0
0.6200000000000001,0.0
0.6219999999999999,0.0
0.6240000000000001,-0.01
0.6259999999999999,-0.01
0.6280000000000001,0.0
0.6299999999999999,-0.01
0.6320000000000001,-0.01
0.6339999999999999,-0.01
0.6360000000000001,0.0
0.6379999999999999,0.0
0.6400000000000001,-0.01
0.6419999999999999,0.0
0.6440000000000001,0.0
0.6459999999999999,0.01
0.6480000000000001,0.0
0.6499999999999999,0.0
0.6520000000000001,0.0
0.6539999999999999,0.0
0.6559999999999997,-0.01
0.6579999999999999,0.0
0.6599999999999997,-0.02
0.6619999999999999,0.0
0.6639999999999997,0.01
0.6659999999999999,-0.01
0.6679999999999997,-0.01
0.6699999999999999,-0.01
0.6719999999999997,0.0
0.6739999999999999,0.0
0.6759999999999997,-0.01
0.6779999999999999,-0.01
0.6799999999999997,-0.01
0.6819999999999999,-0.01
0.6839999999999997,-0.02
0.6859999999999999,0.0
0.6879999999999997,0.01
0.69,-0.01
0.6919999999999997,-0.01
0.694,-0.01
0.6959999999999997,-0.01
0.698,0.0
0.6999999999999997,0.0
0.702,-0.01
0.7039999999999997,0.0
0.706,-0.01
0.7079999999999997,0.0
0.71,0.01
0.7119999999999997,0.0
0.714,-0.01
0.7159999999999997,0.0
0.718,-0.02
0.7199999999999998,-0.01
0.722,0.0
0.7239999999999998,0.0
0.726,-0.02
0.7279999999999998,0.0
0.73,0.0
0.7319999999999998,-0.02
0.734,-0.01
0.7359999999999998,-0.02
0.738,-0.03
0.7399999999999998,0.0
0.742,-0.02
0.7439999999999998,-0.01
0.746,-0.01
0.7479999999999998,-0.01
0.75,-0.02
0.7519999999999998,0.0
0.754,-0.01
0.7559999999999998,-0.01
0.758,-0.01
0.7599999999999998,0.0
0.762,-0.02
0.7639999999999998,0.0
0.766,-0.02
0.7679999999999998,-0.01
0.77,0.0
0.7719999999999998,0.0
0.774,-0.01
0.7759999999999998,0.0
0.778,0.0
0.7799999999999998,0.0
0.782,-0.01
0.7839999999999998,0.0
0.786,0.0
0.7879999999999998,0.0
0.79,0.0
0.7919999999999998,-0.02
0.794,0.0
0.7959999999999998,-0.01
0.798,-0.01
0.7999999999999998,0.0
0.802,0.0
0.8039999999999998,0.0
0.806,0.0
0.8079999999999998,0.0
0.81,0.0
0.8119999999999998,0.0
0.8140000000000001,0.0
0.8159999999999998,0.0
0.8180000000000001,0.0
0.8199999999999998,0.0
0.8220000000000001,0.0
0.8239999999999998,-0.01
0.8260000000000001,0.0
0.8279999999999998,0.0
0.8300000000000001,0.01
0.8319999999999999,0.0
0.8340000000000001,0.0
0.8359999999999999,0.0
0.8380000000000001,0.02
0.8399999999999999,0.01
0.8420000000000001,0.02
0.8439999999999999,0.01
0.8460000000000001,0.01
0.8479999999999999,0.01
0.8500000000000001,0.0
0.8519999999999999,0.0
0.8540000000000001,0.02
0.8559999999999999,0.01
0.8580000000000001,0.01
0.8599999999999999,0.02
0.8620000000000001,0.02
0.8639999999999999,0.01
0.8660000000000001,0.01
0.8679999999999999,0.02
0.8700000000000001,0.01
0.8719999999999999,0.01
0.8740000000000001,0.0
0.8759999999999999,-0.01
0.8780000000000001,0.01
0.8799999999999999,0.0
0.8820000000000001,-0.01
0.8839999999999999,0.0
0.8860000000000001,0.01
0.8879999999999999,0.0
0.8900000000000001,0.0
0.8919999999999999,0.0
0.8940000000000001,0.01
0.8959999999999999,0.01
0.8980000000000001,0.0
0.8999999999999999,-0.01
0.902,0.0
0.904,0.01
0.9059999999999996,0.0
0.908,0.0
0.9099999999999996,0.01
0.912,0.0
0.9139999999999996,0.01
0.916,0.0
0.9179999999999996,0.0
0.92,0.01
0.9219999999999996,0.0
0.924,0.0
0.9259999999999996,0.0
0.928,0.01
0.9299999999999996,0.01
0.932,0.0
0.9339999999999996,0.0
0.936,0.0
0.9379999999999996,0.0
0.94,0.0
0.9419999999999996,-0.01
0.944,0.0
0.9459999999999996,0.0
0.948,0.0
0.9499999999999996,0.0
0.952,0.0
0.9539999999999996,0.0
0.956,-0.01
0.9579999999999996,0.01
0.96,0.0
0.9619999999999996,-0.01
0.964,0.0
0.9659999999999996,-0.01
0.968,-0.01
0.9699999999999998,-0.01
0.972,0.01
0.9739999999999998,-0.02
0.976,-0.04
0.9779999999999998,0.01
0.98,0.04
0.9819999999999998,-0.02
0.984,-0.02
0.9859999999999998,0.0
0.988,0.0
0.9899999999999998,0.0
0.992,-0.01
0.9939999999999998,0.0
0.996,0.0
0.9979999999999998,-0.03
1.0,-0.02
1.0019999999999998,0.0
1.004,0.0
1.0059999999999998,0.0
1.008,0.0
1.0099999999999998,0.0
1.012,0.02
1.0139999999999998,-0.01
1.016,0.0
1.0179999999999998,0.0
1.02,0.01
1.0219999999999998,0.03
1.024,0.01
1.0259999999999998,-0.02
1.028,-0.01
1.0299999999999998,0.0
1.032,0.01
1.0339999999999998,0.0
1.036,0.02
1.0379999999999998,0.02
1.04,0.02
1.0419999999999998,0.0
1.044,-0.01
1.0459999999999998,0.03
1.048,0.03
1.0499999999999998,0.0
1.052,0.0
1.0539999999999998,0.0
1.056,-0.01
1.0579999999999998,0.01
1.06,0.0
1.0619999999999998,0.01
1.064,0.01
1.0659999999999998,0.01
1.068,-0.02
1.0699999999999998,-0.01
